link,annotation,article
https://t-j.ru/pro/zhizn/7-money/,Сколько откладывать в подушку безопасности?,"Жизнь непредсказуема: дома может сломаться холодильник, и вам срочно понадобится новый. Или придется долго сидеть на больничном, например со сломанной ногой: за этот период заплатят меньше, чем обычно, а вот стоимость аренды и продуктов не уменьшится. Или работодатель сильно задержит зарплату: такое бывает. Наконец, доход может просто быть нестабильным, например у фрилансера.

Нужно быть финансово готовым к разным неприятностям, и лучше, если у вас будет запас денег, а не кредитная карта.

Сколько нужно накопить. Стоит отложить сумму, которой хватит хотя бы на два месяца жизни без доходов с учетом всех обязательных трат, включая платежи по кредитам. Если вас уволят, этой суммы хватит, пока вы ищете новую работу. Лучше иметь запас денег на пять-шесть месяцев.

Сколько откладывать с каждой зарплаты. С одной стороны, хочется побыстрее накопить подушку безопасности и спать спокойно. Но тут как с диетой: если из-за денег на черный день придется постоянно отказывать себе в повседневных удовольствиях, легко сорваться и прокутить всю зарплату.

С другой стороны, если откладывать слишком мало, процесс затянется надолго: а когда результата не видно даже на горизонте, продолжать копить хочется все меньше и меньше.

Эксперты советуют откладывать 10—20% от зарплаты."
https://t-j.ru/pro/zhizn/7-money/,"Что нужно сделать с зарплатой, чтобы денег на все хватало?","Вот что нужно сделать с зарплатой сразу, чтобы денег на все хватило:

Отложите деньги на все обязательные расходы. Считайте, что это уже не ваши деньги, просто временно полежат у вас, а потом все равно нужно будет отдать.
Отложите деньги в подушку безопасности. Даже если сейчас расставаться с частью зарплаты не хочется, потом вы скажете себе за это спасибо.
Если хотите накопить на смартфон, путешествие или что-то еще, отложите еще часть зарплаты в копилку.
Посчитайте, сколько денег осталось. Чтобы хватило до зарплаты, прикиньте ежедневный бюджет и старайтесь его не превышать или компенсируйте лишние траты, уменьшая расходы в оставшиеся дни. Сравнивайте цены товаров и услуг в разных местах, чтобы не переплачивать, и старайтесь избегать спонтанных покупок и лишних расходов.
Установите приложения, которые помогут следить за бюджетом: с ними контролировать траты будет удобнее.
Узнавайте, как тратят другие: лайфхаков по ведению бюджета много не бывает."
https://t-j.ru/pro/bezopasnost/2-tolko-posle-vas/,Как распознать предложения мошенников?,"Предлоги, под которыми мошенники попытаются дать вам денег, могут быть любыми:

выплаты за поднятие пенсионного возраста;
раздача денег за добычу полезных ископаемых;
дополнительное пособие для участников Великой Отечественной войны;
возврат средств после перерасчета платы за ЖКУ;
компенсация за потерю советских вкладов или отмененный концерт;
вознаграждение за просмотр рекламы в интернете;
выплаты за утечку персональных данных."
https://t-j.ru/pro/bezopasnost/2-tolko-posle-vas/,Как раскусить мошенников? ,"В основе подобных предложений лежит одна и та же схема. Раскусить ее можно в три простых шага.

Возьмите паузу. Если вам и правда положены какие-то выплаты, они не пропадут, если вы положите трубку или закроете сайт. Лучше взять паузу и проверить информацию.

Проверьте Василия Необманешь. Сделать сайт можно быстро и дешево, но сделать хороший сайт — долго и дорого. Мошенники не заморачиваются с проверкой данных — можно ввести любую выдуманную информацию, а сайт посчитает ее настоящей. Единственное, что точно проверят, — реквизиты банковской карты, с которой спишут деньги.

Чтобы проверить сайт, попробуйте ввести любые ФИО, которые вам придут в голову. Например, «Василий Мошенникович Необманешь». Скорее всего, сервис назначит ему выплаты, компенсации и что там еще придумают мошенники.

Сайты настоящих организаций всегда проверяют данные. Например, ФНС попросит СНИЛС, ИНН, паспортные данные и номер телефона, даже если вы просто решите посмотреть информацию о своих налогах, не говоря уже о компенсациях и вычетах."
https://t-j.ru/pro/bezopasnost/3-keys/,Что будет если хакер узнает пароль от почты?,"Допустим, хакер узнал пароль от вашей основной почты. Вот что он может сделать:

Сменить ваши пароли от всех соцсетей. Попросить от вашего имени денег у всех ваших друзей.
Изменить ваш пароль от «Айклауда» или «Гугл-плея». Затем украсть у вас деньги или заблокировать смартфон.
Изучить вашу переписку, из которой хакер наверняка вытащит ваши паспортные данные и номер карты. Из соцсетей он легко достанет девичью фамилию вашей матери.
Зная ваши паспортные данные и номер карты, хакер поменяет пароль от интернет-банка, сменит контактный номер телефона и сможет свободно распоряжаться всеми вашими деньгами.
Если хакер достанет в почте скан вашего паспорта, он сможет взять на ваше имя кредит в недобросовестной кредитной организации, и тогда к вам придут коллекторы.
И все это — из-за одного ненадежного пароля от почты."
https://t-j.ru/pro/bezopasnost/3-keys/,Как придумать сложный пароль и легко его запомнить?,"Пароль не обязательно должен выглядеть так, словно вы ударились головой о клавиатуру. Но при этом длинный пароль гораздо безопаснее короткого. Набор символов «Hfgw12!» подобрать куда легче, чем «DlinniyParol123». Семь символов компьютер хакера сможет взломать за несколько минут, а на десять уже уйдут годы.

Специалисты по безопасности считают, что надежный пароль содержит более 14 символов. Главное — чтобы пароль был уникальным, ведь «password1234567890» и «mailru987654321» хакеры проверят в первую очередь.

Придумать длинный и уникальный пароль довольно просто. Представьте свою любимую еду, место, музыку или книгу. Опишите это в нескольких словах, добавьте эпитет, напишите латиницей — и основа для пароля готова!"
https://t-j.ru/pro/bezopasnost/3-keys/,Почему в разных сервисах должны быть разные пароли?,"Представьте, что вы сказочно разбогатели и купили все квартиры в одном подъезде. Чтобы не носить с собой связку ключей, во всех дверях вы сделали одинаковый замок. А через неделю обнаружили, что все квартиры вскрыты: взломщикам было достаточно подобрать один ключ, а остальное — дело техники.

Так же и с паролями. Стоит хакеру получить ваш пароль от одного сервиса, как он попытается ввести его на всех других.

К сожалению, утечки баз данных с паролями время от времени случаются, особенно в небольших компаниях. Будет обидно, если хакеры украдут базу данных клиентов пиццерии, в которой вы делали заказ три года назад, и заодно получат пароль от вашей почты и соцсети.

Запомнить отдельный пароль для каждого сайта нереально. Но это и не требуется. Если вы придумали пароль в предыдущем разделе, то сможете его модифицировать с помощью простого алгоритма.

Добавьте в начало цифру, равную количеству букв после точки. Для сайта с доменом .ru это «2», для .com — «3», для .avia — «4» и так далее.
Напишите ваш пароль.
Добавьте в конец две буквы из названия сайта.
Например, нас поразила культура Франции, поэтому для пароля мы выбрали фразу «VivaLaFrance». Тогда пароль для сайта yandex.ru будет «2VivaLaFranceya», а для google.com — «3VivaLaFrancego».

Можно усложнить алгоритм как угодно: писать цифры буквами, брать больше букв из имени сайта в определенном порядке и тому подобное. Все это сделает пароль еще сложнее и крепче.

Теперь для каждого сайта у вас уникальный пароль — хакеры так просто вас не взломают. Достаточно запомнить образ и алгоритм, а все остальное пусть не забивает голову. Вспомнить конкретный пароль можно будет, лишь взглянув на название сайта."
https://t-j.ru/pro/bezopasnost/3-keys/,Как защититься от похитителей паролей?,"Так как надежный пароль подобрать нереально, мошенники попытаются его украсть. Скажем, заманят на поддельный сайт и заставят там его ввести. Обычно в такой ситуации они рассчитывают на то, что вы будете невнимательны и вовремя не распознаете подделку. Но если взять на вооружение несколько простых методов, у них не останется и шанса похитить ваши данные.

Следить за адресной строкой. Иногда мошенники меняют буквы в адресе сайта местами или регистрируют похожие адреса. Расчет на то, что вы не станете вглядываться и по привычке введете свои данные.

Как отличаются мошеннические и реальные адреса сайтов
Поддельный адрес	Настоящий адрес
avito-dostavka-msk.ru	avito.ru
yanndex.ru	yandex.ru
zian.ru	cian.ru. Даже если знакомый человек прислал вам ссылку, внимательно прочитайте адрес сайта, прежде чем вводить там какие-либо данные. Быть может, вашего знакомого взломали, а ссылка ведет на поддельный сайт.

Не игнорируйте непонятные символы в адресной строке: если вместо «e» видите «ė», вместо «k» — «ķ», а вместо «с» — «ċ», скорее всего, это не пыль на мониторе, а попытка вас обмануть.Используйте менеджеры паролей. Это программы, которые запоминают и защищают пароли. Пароли хранят в зашифрованном виде, так что даже разработчики менеджеров их не видят. Если злоумышленник получит доступ к вашему устройству, он тоже не сможет их похитить: для расшифровки ему понадобится еще и мастер-пароль, а его знаете только вы сами.Настройте двухфакторную аутентификацию. Иногда эту функцию называют «подтверждение входа» или «дополнительная проверка».

Для входа в аккаунт помимо пароля нужно будет ввести случайно сгенерированный код. Даже если хакеры похитят пароль, они не смогут пройти дальше: для этого им придется похитить и ваш телефон. Подобрать код не получится: он меняется после каждой попытки ввода.

Обычно код отправляют в смс или через специальные приложения. «Телеграм» или «Вконтакте» пришлет код на другое устройство, на котором вы вошли, а «Джимейл» или «Яндекс» могут прислать его на запасную электронную почту."
https://t-j.ru/pro/bezopasnost/4-money-source/,Как выглядит реклама мошенников?,"Добросовестные компании обычно взывают к логике и здравому смыслу. Реклама такой компании вызывает желание все посчитать и задуматься. В ней редко встретишь проценты крупным шрифтом. Точные суммы у солидных компаний спрятаны в калькуляторах и конкретных предложениях, потому что они зависят от многих факторов: во что инвестировать, на какой срок, какие условия ввода-вывода денег.

Реклама добросовестных компаний не кричит, а говорит с потенциальным клиентом Подозрительные компании, наоборот, стремятся выключить мозг потенциального клиента. Они понимают, что чем больше тот думает, тем скорее додумается, что его хотят обдурить. Поэтому разговор они начинают с КРИЧАЩИХ ЧИСЕЛ — МНОГО-МНОГО ПРОЦЕНТОВ ГОДОВЫХ. И это работает. К сожалению, часть людей переходит в режим «заткнись и возьми мои деньги». ⚠️ Основной посыл у подозрительных компаний — не «разобраться в инструментах и рисках», а «принести деньги и разбогатеть». Их реклама не говорит, а кричит"
https://t-j.ru/pro/bezopasnost/5-napishite-v-messenger/,Как обманывают покупателей в интернете?,"Арсенал мошенников постоянно пополняется новыми схемами обмана, подготовиться к каждой из них невозможно. Но все схемы маскируют типовые уловки. Про них мы и расскажем.

Слишком низкая цена. Килограмм настоящего дорблю не будет стоить 100 ₽, если это не сыр в мышеловке. Так же и с объявлениями: если цена слишком низкая, что-то не так. Скорее всего, товар будет бракованный, поддельный или этой вещи не существует в природе вовсе. Так мошенник привлекает ваше внимание — не поддавайтесь соблазну купить как можно дешевле. Мало подробностей о товаре. Свяжитесь с продавцом и расспросите его о вещи, которую собираетесь купить. Не стесняйтесь уточнять любые подробности. Заинтересованный продавец постарается ответить на все вопросы. Ваша цель — убедиться, что товар существует и соответствует описанию на сайте.

Попросите прислать фото гарантийного талона, чека о покупке или товара с других ракурсов. Иначе вы покупаете кота в мешке — это в лучшем случае. В худшем — заплатите деньги и ничего не получите. Просят отправить предоплату. Мошенники часто просят аванс под разными предлогами: в качестве задатка или за доставку из другого города. Получив предоплату, продавец, конечно же, пропадает. Создают поддельные сайты и запускают интернет-рекламу, в которой обещают огромные скидки. Покупатель боится упустить выгоду и оплачивает товар. Вот только деньги попадают не на счет компании, а на карту мошенников. Отправляют поддельную ссылку на оплату. Это очень распространенный вариант обмана на «Авито». Но и в соцсетях могут прислать ссылку на оплату через фальшивый сайт «Боксберри» или СДЭК."
https://t-j.ru/pro/bezopasnost/5-napishite-v-messenger/,Как распознать мошенников при покупке товаров в интернете?,"Признаки, которые помогут распознать мошенников.

Спешка при покупке или продаже. Предлоги могут быть разные: нужно бежать за детьми в детский сад, пункт отправки посылок закрывается через час или образовалась срочная командировка завтра утром в Зимбабве. Если собеседник вас торопит и просит поскорее оплатить покупку, не идите у него на поводу. Недавно созданный профиль. Большинство онлайн-площадок публикуют профили продавцов и покупателей. В профиле обычно указаны имя, город, рейтинг на основе отзывов, есть фотография и список товаров, которые этот участник продавал или покупал на площадке. Предложение перейти в другой мессенджер. Большинство сайтов с объявлениями при регистрации требуют подтвердить мобильный телефон. Номер публикуют на странице объявления, чтобы покупатели могли позвонить. Но мошенники тоже его видят. Они находят вас в мессенджерах и начинают общение там, чтобы обойти систему безопасности сайта, — она умеет распознавать злоумышленников и блокирует поддельные ссылки."
https://t-j.ru/pro/bezopasnost/5-napishite-v-messenger/,"Что делать, если все -таки обманули в интернете?","Если мошенникам все же удалось украсть деньги с вашей карты, вы можете осложнить им жизнь и попробовать вернуть деньги.

Отправьте жалобу в поддержку сайта. Сообщите администрации сайта объявлений о случившемся. Расскажите, как мошеннику удалось вас обмануть, каким образом были списаны деньги, прикрепите ссылки на товар и профиль мошенника. Скорее всего, под этим профилем мошенник «продавал» и «покупал» что-то и у других пользователей сайта. Модераторы могут оперативно заблокировать профиль мошенника и лишить его возможности довести до конца обман других людей.

Напишите заявление в полицию по факту мошенничества. В заявлении укажите, как вышли на контакт с мошенником, с какой карты и когда были списаны деньги. К заявлению приложите скриншоты переписки с указанием даты и времени.

Обратитесь в банк, выпустивший вашу карту, с заявлением о возврате. Если вы не сообщали мошенникам код из смс и не вводили его на сайте, вероятность положительного рассмотрения и возврата денег на счет будет выше.

Если у вас есть номер карты мошенника, обратитесь в банк, который ее выпустил, и сообщите службе безопасности о случившемся. Чтобы понять, какой у мошенника банк, достаточно набрать первые шесть цифр в сервисе переводов с карты на карту.

Позвоните мобильному оператору, сообщите номер, которым пользуется мошенник, и попросите его заблокировать."
https://t-j.ru/pro/bezopasnost/5-napishite-v-messenger/,Как безопасно покупать и продавать через интернет?,"Абсолютной безопасности для всех в дистанционной торговле не бывает. Если не доверяете или сомневаетесь — не покупайте и не продавайте. Но если соблюдать несколько простых правил, нарваться на мошенника будет сложно.

Проверяйте профиль. Если сайт позволяет, зайдите в профиль автора объявления или входящего сообщения. Профиль идеального участника создан несколько месяцев назад или раньше, содержит больше положительных отзывов, рейтинг высокий, а профили в соцсетях открытые, с активной лентой и списком друзей.

Общайтесь о товаре. Пишите друг другу через мессенджер на сайте. Задавайте подробные вопросы о товаре и так же отвечайте на них. По возможности скройте телефон в профиле и обменяйтесь номерами в конце обсуждения, если готовы к сделке.

Договоритесь о встрече. Идеальный вариант для сделки — личная встреча. Покупатель отдаст деньги после проверки, а продавец убедится в сохранности товара и получит деньги.

Передавайте деньги и товар из рук в руки. Когда проверили соответствие товара описанию и исправность, покупатель отдает продавцу полную сумму. Если он отправляет деньги переводом, продавцу нужно убедиться в их получении до того, как покупатель уйдет."
https://t-j.ru/pro/bezopasnost/6-dogovor/,Какие основные условия искать в договоре?,"Чтобы договор имел смысл, в нем должны быть указаны стороны сделки, что они выполняют, для кого и в какой срок. Это называют существенными условиями. Если какого-то из этих условий нет, договор могут признать незаключенным.

Вот как могут обмануть в существенных условиях.

Исполнитель договора. Проверяйте все стороны, с которыми подписываете договор. Если вы общались с компанией ООО «АБВ», а договор предлагает подписать ООО «МММ» — это повод насторожиться и спросить у вашего контрагента, почему так.

Заказчик. В реквизиты заказчика тоже может закрасться ошибка. Случайно или намеренно — неважно, выяснить это лучше до подписания. Если заказ сделал Иванков, а в договоре — Иванов, то для суда это два разных человека.

Предмет договора. Самое важное существенное условие. В договоре должно быть четко указано, что конкретно исполнитель обязуется сделать. Из-за неточных формулировок суд может признать договор недействительным.

Если юристы обещают стопроцентную гарантию выигрыша в суде, а в договоре речь лишь об оказании юридических консультаций, вы платите именно за консультации. Идти в суд и выигрывать дело вам никто не обязан.

Срок исполнения. Если срок не указан или указан размыто, компания может годами выполнять свои обещания или не выполнять вообще. А если без срока документ теряет смысл — например, не указан период начала и окончания работ в договоре подряда — его могут признать недействительным.

Также срок становится существенным условием, если вы заключаете договор строительства или арендуете гараж. И крайне важно указать его в договорах и расписках, по которым вам должны деньги.

Не во всех договорах обязательно указывать срок, но в любом случае вы должны понимать, когда вам окажут услугу из договора. Поэтому если срока в документе нет, уточните у менеджера, по какой причине так вышло.

Цена. Стоимость товаров и услуг по договору — это существенное условие. Если в договоре не указать цену, его смысл теряется. Если услуги или товар передают безвозмездно, это нужно указать в договоре.

Иногда в типовых договорах не указывают стоимость, а ссылаются на приложение или прайс-лист продавца. Если этот документ не приложить к договору и не подписать, цена будет не определена и договор могут признать недействительным."
https://t-j.ru/pro/bezopasnost/6-dogovor/,Где бывает «мелкий шрифт» в договоре?,"«Мелким шрифтом» называют информацию, которая номинально присутствует, но клиенту специально не хотят ее показывать. Мелко написаны те условия, что не понравятся клиенту, и те, из-за которых сделка становится для него заведомо невыгодной. С жалобами на такие уловки можно обратиться в ФАС — Федеральную антимонопольную службу. Если продавца признают виновным, он заплатит штраф государству. Сложные формулировки. Иногда невыгодные условия прячут не буквально, печатая крошечным шрифтом, а формулируя их сложным языком. Сноски и примечания в договорах уже почти не используются, но на сайтах, билбордах и в других форматах рекламы все еще присутствуют звездочки — символы сноски — и тот самый мелкий шрифт.

Прежде чем согласиться на заманчивое «спецпредложение», прочитайте полные условия акции. Возможно, после прочтения предложение перестанет быть таким заманчивым. Суммы только прописью. Бывает, что клиент знает условия договора только «в цифрах». Когда приносят договор, он не читает все подряд, а ищет числа. Например, в договоре займа — процентную ставку, сумму кредита, дату платежа.

Те суммы и числа, которые недобросовестные компании хотят сделать менее заметными, в договоре могут указать только прописью без цифр. Например, размер штрафа, комиссии или стоимость дополнительных услуг, которые по договору являются обязательными."
https://t-j.ru/pro/bezopasnost/10-dogovor-dorozhe/,Как выглядят вакансии мошенников?,"Аферисты публикуют вакансии и массово рассылают в мессенджерах сообщения, в которых предлагают работу с высоким доходом. Обязанности обычно несложные. Например, за 5000 ₽ в день смотреть рекламу или писать отзывы под товарами на маркетплейсе. Условия идеальные: график свободный, опыт не требуется, есть удаленка — не вакансия, а мечта.

Но здесь есть несколько красных флагов, которые помогут распознать мошенников.

🚩 Слишком комфортные условия. Получить работу якобы может каждый. Образование не важно — берут всех подряд, без собеседования. Испытательного срока нет. Работать можно удаленно. График свободный.

🚩 Неоправданно большая зарплата. За простые действия работодатель обещает щедро платить. Например, 100 ₽ за лайк товару на маркетплейсе или 20 000 ₽ за 10 минут, в течение которых нужно отвечать на звонки.🚩 Работа без трудового договора. Мошенники не станут его подписывать. Вместо этого предложат сэкономить время на бюрократии и сосредоточиться на заработке. Обычно говорят что-то вроде: «Пока мы подписываем бумажки, вы можете заработать 15 000 ₽». Но в такой ситуации договор дороже денег. Если не зафиксировали условия в документах, считайте, что их нет. И вас легко обмануть.

🚩 Просят деньги под разными предлогами: для оформления страховки, зарплатного счета или рабочих документов. Неважно, чем обосновывают начальный платеж, — честный работодатель просто вычтет нужную сумму из зарплаты. Мошенники же начнут увиливать: якобы так запрещают делать юристы или бухгалтерия, это идет вразрез с политикой компании или возникнут проблемы с налоговой."
https://t-j.ru/pro/bezopasnost/10-dogovor-dorozhe/,Под каким предлогом мошенники выманивают деньги?,"Поделиться реквизитами для оплаты. Заинтересованным соискателям мошенники предлагают обсудить детали по видеосвязи. Во время разговора просят включить демонстрацию экрана, зайти в банковское приложение и показать реквизиты карты для перевода будущей зарплаты.

На самом деле в этот момент жулики уже знают реквизиты и пытаются взломать банковский счет жертвы. И для входа им не хватает кода из смс, который они увидят во время звонка.

Купить товары для работы. Это может быть что угодно. Например, детали для сборки авторучек или ягодницы для выращивания уникального сорта клубники на продажу. Мошенники исчезнут, как только получат деньги.

Есть и другая вариация схемы — человека просят писать отзывы на маркетплейсе. Но чтобы это сделать, сперва нужно выкупить товар — так площадка зафиксирует, что это отзыв от реального пользователя. Работодатель якобы возместит расходы и добавит еще 20% от стоимости в виде «комплимента».

Иногда действительно могут вернуть деньги за первый заказ. Все для того, чтобы войти в доверие и потом украсть еще больше.Уплатить взнос. Вас принимают на работу, вначале все идет гладко: работодатель сходу согласовывает задачи и часто хвалит. Но в какой-то момент просит что-то оплатить. Например, предлагает пройти обучение, выпустить зарплатную карту и открыть доступ к заданиям с повышенной оплатой. Поверите — останетесь без денег и новой должности."
https://t-j.ru/pro/bezopasnost/10-dogovor-dorozhe/,"Что делать, если вы поверили фальшивым работодателям?","Обычно злоумышленники выводят средства через цепочку подставных лиц, поэтому отследить переводы сложно. К тому же мошенники просят отправить деньги на карту физлица — это все равно что отдать их случайному человеку на улице. Получатель всегда может сказать, что перевод — это подарок. Доказать обман не удастся. И все-таки опускать руки рано.

Позвоните в банк. Там заблокируют карту и помогут защитить счет. Еще можно передать реквизиты карты мошенника и скриншоты переписки — счет пометят как потенциально опасный и будут блокировать все операции.

Отправьте жалобу на сайт мошенников, если он есть. После проверки его уберут из поисковиков — вы лишите жуликов заработка на какое-то время и спасете других людей от обмана. Формы для жалоб есть у Яндекса и Гугла.

Отправьте жалобу в мессенджерах и соцсетях. Техподдержка заблокирует взломанный аккаунт, а потом поможет восстановить к нему доступ. Напишите заявление в полицию и передайте как можно больше информации: скриншоты переписки, профиль мошенника в соцсетях или мессенджерах, номер его карты, телефонные номера."
https://t-j.ru/pro/bezopasnost/9-zayavlenie/,Как подать заявление в полицию и что в нем писать?,"Подать заявление в полицию можно разными способами, все они равноправны. Чем быстрее вы это сделаете, тем выше вероятность того, что преступников найдут и привлекут к ответственности, — счет иногда идет на часы. Поэтому выбирайте самый быстрый в вашей ситуации способ.

По телефону. Позвоните по номеру 112, четко и внятно скажите: «Примите заявление о преступлении». После этого представьтесь и расскажите, при каких обстоятельствах потеряли деньги или имущество. К вам отправят сотрудника, чтобы он принял письменное заявление или с ваших слов записал устное. Могут также сказать, куда приехать, чтобы написать заявление.

Письменное заявление. Еще вариант — отправить заявление по почте или через форму на сайте МВД, но тогда его будут проверять 30 дней вместо 10.

Не важно, в каком регионе России вы находитесь, есть ли у вас регистрация в этом населенном пункте и даже документы, удостоверяющие личность, — заявление обязаны принять.

Приемом заявлений занимается дежурная часть. Найти ее легко: в любом подразделении сразу за входной дверью вы увидите застекленное окошко с надписью «Дежурная часть». У заявителя могут спросить паспорт. Но даже если вы забыли взять его с собой — ничего страшного. Без паспорта заявление все равно обязаны принять.

Рассказывать дежурному о том, что с вами произошло, не обязательно. Можно сразу просить ручку и бланк для написания заявления — их обязаны выдать. На бланке заявления изложите, что с вами произошло. Если на лицевой стороне не хватает места, пишите на оборотной или попросите еще листы бумаги. Выдать их обязаны. Вот что должно быть в заявлении:

Что произошло.
Когда, где именно и при каких обстоятельствах.
Кто может быть свидетелем и чем еще вы можете подтвердить свои слова.
Кто, по-вашему, виноват.
Чего вы хотите от сотрудников полиции."
